route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3749,Non-AC Semi-Sleeper,08:50,06h 55m,15:45,2.3,469.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9357,Non-AC Semi-Sleeper,09:15,07h 35m,16:50,2.1,448.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 40569,Non-AC Semi-Sleeper,09:40,07h 20m,17:00,3.5,448.0,34
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3634,AC Semi-Sleeper,10:10,05h 50m,16:00,3.8,648.0,41
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 23508,AC Seater,10:30,05h 15m,15:45,3.9,528.0,38
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3598,Non-AC Semi-Sleeper,10:35,07h 00m,17:35,2.6,444.0,34
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35086,AC Semi-Sleeper,11:15,05h 45m,17:00,3.9,648.0,45
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3580,AC Semi-Sleeper,12:15,05h 45m,18:00,3.7,648.0,45
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 24256,AC Seater,12:30,05h 30m,18:00,4.2,528.0,29
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9319,Non-AC Semi-Sleeper,13:00,05h 35m,18:35,4.1,412.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3576,AC Semi-Sleeper,13:15,06h 15m,19:30,3.8,648.0,45
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35154,Non-AC Semi-Sleeper,13:40,06h 40m,20:20,3.7,444.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9363,Non-AC Semi-Sleeper,14:00,05h 35m,19:35,2.3,412.0,32
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 24291,AC Seater,14:00,05h 00m,19:00,3.7,528.0,26
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3578,AC Semi-Sleeper,14:15,05h 45m,20:00,3.5,648.0,44
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 94285,AC Seater,14:25,04h 35m,19:00,3.1,528.0,32
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3722,Non-AC Semi-Sleeper,14:30,05h 35m,20:05,3.2,412.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3859,AC Semi-Sleeper,15:15,06h 10m,21:25,3.1,615.0,45
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3546,AC Semi-Sleeper,16:15,06h 15m,22:30,3.7,648.0,30
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3500,Non-AC Semi-Sleeper,16:20,08h 25m,00:45,3.5,469.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3376,Non-AC Semi-Sleeper,16:45,06h 30m,23:15,4.8,436.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2561,AC Seater,17:15,05h 30m,22:45,3.6,528.0,38
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3358,Non-AC Semi-Sleeper,17:20,07h 50m,01:10,3.9,436.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2674,Non-AC Semi-Sleeper,17:30,07h 50m,01:20,2.5,469.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3366,Non-AC Semi-Sleeper,17:55,07h 50m,01:45,2.4,469.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3360,AC Semi-Sleeper,18:25,07h 05m,01:30,2.6,648.0,43
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2575,Non-AC Seater/Sleeper,18:55,06h 20m,01:15,2.9,576.0,44
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2898,Non-AC Sleeper,19:25,06h 35m,02:00,3.5,607.0,26
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4916,Non-AC Semi-Sleeper,19:25,06h 50m,02:15,2.6,469.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2563,AC Seater,19:30,05h 55m,01:25,4.0,476.0,18
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2798,AC Seater,19:55,06h 35m,02:30,2.3,511.0,37
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3622,Non-AC Semi-Sleeper,20:00,07h 35m,03:35,4.6,444.0,34
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2688,Non-AC Semi-Sleeper,20:00,06h 45m,02:45,4.0,469.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4972,Non-AC Semi-Sleeper,20:10,07h 10m,03:20,4.4,469.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2549,Non-AC Seater/Sleeper,20:15,06h 00m,02:15,3.9,536.0,44
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2573,AC Semi-Sleeper,20:25,06h 05m,02:30,3.5,648.0,16
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4894,Non-AC Semi-Sleeper,20:25,06h 15m,02:40,3.9,469.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 24262,Non-AC Semi-Sleeper,20:30,05h 30m,02:00,3.9,469.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4898,Non-AC Semi-Sleeper,20:35,06h 25m,03:00,3.7,469.0,28
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3861,AC Seater,20:40,06h 00m,02:40,4.1,538.0,39
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4880,Non-AC Sleeper,20:40,06h 05m,02:45,3.9,607.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2678,Non-AC Seater/Sleeper,20:40,06h 20m,03:00,3.6,576.0,38
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2786,Non-AC Semi-Sleeper,20:40,07h 05m,03:45,4.6,469.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3697,Non-AC Sleeper,20:45,07h 00m,03:45,4.5,580.0,28
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3977,Non-AC Semi-Sleeper,21:00,07h 15m,04:15,3.6,469.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2876,Non-AC Sleeper,21:00,06h 30m,03:30,4.8,607.0,1
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 38202,Non-AC Semi-Sleeper,21:00,07h 15m,04:15,3.9,488.0,34
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 37801,AC Seater,21:00,06h 45m,03:45,3.8,567.0,28
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3544,Non-AC Semi-Sleeper,21:00,06h 40m,03:40,4.0,448.0,27
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4351,Non-AC Sleeper,21:00,07h 00m,04:00,4.2,607.0,28
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4896,Non-AC Semi-Sleeper,21:05,06h 25m,03:30,2.5,469.0,34
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3969,AC Seater,21:05,06h 10m,03:15,3.4,567.0,37
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4179,AC Semi-Sleeper,21:05,06h 55m,04:00,4.1,576.0,41
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4900,Non-AC Semi-Sleeper,21:15,06h 50m,04:05,4.6,469.0,29
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3612,Non-AC Semi-Sleeper,21:20,07h 30m,04:50,4.1,446.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 95703,Non-AC Semi-Sleeper,21:25,06h 05m,03:30,3.4,452.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3962,AC Seater,21:25,06h 50m,04:15,3.3,543.0,37
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4043,Non-AC Semi-Sleeper,21:30,06h 55m,04:25,3.8,448.0,10
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3911,AC Seater,21:30,06h 15m,03:45,4.0,539.0,36
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4795,AC Seater,21:30,06h 30m,04:00,2.6,581.0,38
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35212,Non-AC Sleeper,21:35,06h 10m,03:45,2.7,607.0,27
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3883,Non-AC Semi-Sleeper,21:35,06h 30m,04:05,3.6,444.0,34
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4353,Non-AC Semi-Sleeper,21:35,06h 40m,04:15,3.9,469.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4823,Non-AC Semi-Sleeper,21:35,06h 10m,03:45,3.2,469.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35064,Non-AC Semi-Sleeper,21:38,06h 27m,04:05,3.9,448.0,34
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35172,Non-AC Sleeper,21:40,07h 30m,05:10,3.7,580.0,27
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4920,AC Seater,21:40,06h 20m,04:00,4.2,567.0,19
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9652,Non-AC Semi-Sleeper,21:45,07h 05m,04:50,3.1,480.0,34
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4815,Non-AC Semi-Sleeper,21:45,06h 30m,04:15,3.8,469.0,17
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2676,AC Semi-Sleeper,21:45,06h 15m,04:00,4.0,648.0,43
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4936,Non-AC Sleeper,21:45,06h 00m,03:45,2.6,607.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4996,AC Seater,21:55,05h 45m,03:40,3.7,567.0,36
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9655,Non-AC Semi-Sleeper,21:55,07h 10m,05:05,3.7,480.0,21
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35136,AC Seater,21:58,06h 02m,04:00,3.7,500.0,37
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3618,Non-AC Semi-Sleeper,22:00,07h 30m,05:30,4.5,469.0,12
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3570,AC Semi-Sleeper,22:00,05h 49m,03:49,4.0,648.0,44
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3917,Non-AC Semi-Sleeper,22:00,06h 45m,04:45,3.9,469.0,14
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4789,Non-AC Sleeper,22:05,06h 25m,04:30,4.8,607.0,2
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4340,AC Seater,22:10,06h 50m,05:00,4.5,567.0,35
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4355,Non-AC Semi-Sleeper,22:10,07h 05m,05:15,4.3,469.0,10
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3691,AC Seater,22:10,06h 20m,04:30,3.7,541.0,15
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4821,Non-AC Semi-Sleeper,22:10,06h 20m,04:30,4.1,517.0,32
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4049,Non-AC Semi-Sleeper,22:15,07h 20m,05:35,4.4,448.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 39440,Non-AC Semi-Sleeper,22:20,06h 25m,04:45,3.9,469.0,27
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3582,AC Semi-Sleeper,22:25,06h 05m,04:30,4.2,572.0,45
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3693,Non-AC Seater/Sleeper,22:25,06h 35m,05:00,4.3,610.0,14
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 1445,Non-AC Semi-Sleeper,22:30,07h 00m,05:30,4.3,448.0,28
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3824,Non-AC Semi-Sleeper,22:30,06h 40m,05:10,3.4,469.0,32
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3560,AC Seater,22:30,05h 15m,03:45,4.4,528.0,34
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9365,Non-AC Semi-Sleeper,22:30,06h 30m,05:00,3.6,448.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3909,Non-AC Semi-Sleeper,22:30,07h 05m,05:35,3.8,469.0,13
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3695,Non-AC Semi-Sleeper,22:30,06h 50m,05:20,4.3,448.0,6
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35106,AC Sleeper,22:40,05h 25m,04:05,4.4,737.0,18
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4791,AC Semi-Sleeper,22:40,06h 20m,05:00,4.2,720.0,45
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3952,Non-AC Semi-Sleeper,22:45,06h 30m,05:15,3.7,449.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3557,AC Semi-Sleeper,22:45,05h 50m,04:35,3.8,648.0,38
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3839,AC Sleeper,22:45,05h 50m,04:35,3.6,795.0,4
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35120,AC Seater,22:45,06h 20m,05:05,3.6,557.0,39
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3542,Non-AC Semi-Sleeper,22:50,07h 00m,05:50,3.8,480.0,34
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3508,Non-AC Semi-Sleeper,23:00,06h 15m,05:15,3.4,448.0,26
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4371,AC Seater,23:00,06h 15m,05:15,3.5,511.0,36
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 23703,Non-AC Semi-Sleeper,23:00,05h 00m,04:00,3.9,436.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3516,Non-AC Semi-Sleeper,23:10,06h 55m,06:05,3.6,480.0,25
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9935,Non-AC Sleeper,23:10,06h 15m,05:25,4.4,622.0,2
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3826,Non-AC Semi-Sleeper,23:10,06h 30m,05:40,3.2,469.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3568,AC Semi-Sleeper,23:15,05h 20m,04:35,3.7,615.0,49
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3279,AC Sleeper,23:25,05h 45m,05:10,4.1,795.0,13
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3510,Non-AC Sleeper,23:30,05h 55m,05:25,4.1,607.0,2
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3514,Non-AC Semi-Sleeper,23:30,06h 50m,06:20,3.7,480.0,29
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4037,Non-AC Semi-Sleeper,23:35,06h 35m,06:10,3.7,480.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3502,AC Sleeper,23:45,05h 50m,05:35,4.0,795.0,13
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3658,AC Semi-Sleeper,23:45,05h 20m,05:05,3.6,648.0,43
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3887,AC Semi-Sleeper,23:55,05h 45m,05:40,4.1,570.0,49
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35270,AC Semi-Sleeper,23:55,05h 10m,05:05,4.1,648.0,45
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 40831,Non-AC Semi-Sleeper,07:25,04h 50m,12:15,3.7,440.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 40662,Non-AC Semi-Sleeper,07:25,06h 50m,14:15,2.4,440.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 40610,Non-AC Semi-Sleeper,07:25,06h 20m,13:45,3.0,440.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 88643,AC Semi-Sleeper,07:25,06h 35m,14:00,3.1,533.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 1353,AC Semi-Sleeper,07:30,05h 00m,12:30,2.6,533.0,34
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 1500,AC Semi-Sleeper,07:30,05h 30m,13:00,2.8,533.0,35
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 40210,Non-AC Semi-Sleeper,07:45,05h 30m,13:15,4.4,440.0,28
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 1343,AC Semi-Sleeper,08:00,07h 00m,15:00,2.7,533.0,22
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 2961,AC Semi-Sleeper,08:00,05h 30m,13:30,2.4,533.0,35
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 1425,AC Semi-Sleeper,08:15,06h 45m,15:00,3.3,533.0,24
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 41062,Non-AC Semi-Sleeper,08:25,06h 50m,15:15,4.6,440.0,26
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 14462,AC Semi-Sleeper,08:45,06h 45m,15:30,3.9,533.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 41262,Non-AC Semi-Sleeper,08:55,06h 50m,15:45,2.7,440.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 41031,Non-AC Semi-Sleeper,09:15,05h 30m,14:45,3.7,440.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 41462,Non-AC Semi-Sleeper,09:25,06h 50m,16:15,3.4,440.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 41662,Non-AC Semi-Sleeper,09:55,06h 50m,16:45,4.5,440.0,30
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 14662,AC Semi-Sleeper,09:55,06h 35m,16:30,2.7,533.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 7662,Non-AC Semi-Sleeper,10:10,06h 40m,16:50,3.3,440.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 16262,AC Semi-Sleeper,10:40,06h 50m,17:30,2.8,533.0,35
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 40477,Non-AC Semi-Sleeper,11:15,06h 30m,17:45,4.4,440.0,29
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 30810,AC Semi-Sleeper,11:20,06h 40m,18:00,2.7,533.0,36
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 12062,AC Semi-Sleeper,11:20,06h 50m,18:10,3.4,533.0,32
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 1916,Non-AC Semi-Sleeper,11:30,07h 30m,19:00,2.8,440.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 41231,Non-AC Semi-Sleeper,11:45,05h 30m,17:15,3.1,440.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 13662,AC Semi-Sleeper,11:55,06h 50m,18:45,2.5,533.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 1615,Non-AC Semi-Sleeper,12:00,07h 30m,19:30,3.1,440.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 1423,AC Semi-Sleeper,12:40,06h 50m,19:30,2.3,533.0,37
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 41431,Non-AC Semi-Sleeper,12:45,05h 30m,18:15,2.7,440.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 9884,Non-AC Semi-Sleeper,12:55,06h 50m,19:45,3.3,440.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 41631,Non-AC Semi-Sleeper,13:15,05h 30m,18:45,2.9,440.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 41831,Non-AC Semi-Sleeper,13:45,05h 30m,19:15,3.6,440.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 1593,AC Semi-Sleeper,14:00,06h 30m,20:30,1.8,533.0,35
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 7741,Non-AC Semi-Sleeper,14:05,07h 05m,21:10,3.1,440.0,33
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 40810,Non-AC Semi-Sleeper,14:10,06h 35m,20:45,2.5,440.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 1739,AC Semi-Sleeper,14:30,05h 30m,20:00,1.7,533.0,34
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 41010,Non-AC Semi-Sleeper,14:40,06h 35m,21:15,3.1,440.0,31
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TGSRTC - 42031,Non-AC Semi-Sleeper,14:45,05h 30m,20:15,3.6,440.0,31
